TransactionID,Branch,City,Date,BasketValue,BasketItems
TXN100162,Kathmandu - New Road,Kathmandu,2025-01-23,19192.13,14
TXN100163,Kathmandu - Kupondole,Kathmandu,2025-09-06,5675.7699999999995,6
TXN100164,Lalitpur - Pulchowk,Lalitpur,2025-03-30,4311.13,10
TXN100165,Butwal - Traffic Chowk,Butwal,2025-08-25,4077.38,9
TXN100166,Kathmandu - Kupondole,Kathmandu,2025-11-09,8162.05,15
TXN100167,Kathmandu - New Road,Kathmandu,2025-03-09,3606.1200000000003,9
TXN100168,Butwal - Traffic Chowk,Butwal,2025-07-17,2899.48,2
TXN100169,Kathmandu - Kupondole,Kathmandu,2025-10-03,2130.2,3
TXN100170,Kathmandu - Kupondole,Kathmandu,2025-09-21,3243.5299999999997,4
TXN100171,Kathmandu - New Road,Kathmandu,2025-10-01,2215.33,6
TXN100172,Lalitpur - Pulchowk,Lalitpur,2025-11-29,4028.7599999999998,11
TXN100173,Bhaktapur - Suryabinayak,Bhaktapur,2025-10-26,2322.44,4
TXN100174,Pokhara - Lakeside,Pokhara,2025-03-27,11749.41,13
TXN100175,Kathmandu - Kupondole,Kathmandu,2025-11-24,8081.38,8
TXN100176,Kathmandu - New Road,Kathmandu,2025-08-14,4191.01,10
TXN100177,Butwal - Traffic Chowk,Butwal,2025-11-20,3272.5299999999997,5
TXN100178,Butwal - Traffic Chowk,Butwal,2025-03-29,4822.62,9
TXN100179,Pokhara - Lakeside,Pokhara,2025-04-15,5895.11,9
TXN100180,Lalitpur - Pulchowk,Lalitpur,2025-09-26,9526.56,15
TXN100181,Kathmandu - New Road,Kathmandu,2025-09-06,3298.0,7
TXN100182,Pokhara - Lakeside,Pokhara,2025-12-20,627.92,4
TXN100183,Kathmandu - Kupondole,Kathmandu,2025-04-25,1401.86,4
TXN100184,Kathmandu - New Road,Kathmandu,2025-07-10,6513.410000000001,8
TXN100185,Chitwan - Bharatpur,Chitwan,2025-09-30,4472.1900000000005,13
TXN100186,Pokhara - Lakeside,Pokhara,2025-03-27,3477.29,4
TXN100187,Butwal - Traffic Chowk,Butwal,2025-09-30,397.74,1
TXN100188,Lalitpur - Pulchowk,Lalitpur,2025-11-19,10065.58,4
TXN100189,Pokhara - Lakeside,Pokhara,2025-09-25,9661.039999999999,10
TXN100190,Lalitpur - Pulchowk,Lalitpur,2025-09-22,14405.92,15
TXN100191,Chitwan - Bharatpur,Chitwan,2025-12-14,390.16,4
TXN100192,Biratnagar - Main Road,Biratnagar,2025-01-13,346.1,1
TXN100193,Kathmandu - Kupondole,Kathmandu,2025-11-28,503.54,4
TXN100194,Pokhara - Lakeside,Pokhara,2025-01-15,590.94,3
TXN100195,Bhaktapur - Suryabinayak,Bhaktapur,2025-10-28,7905.57,3
TXN100196,Bhaktapur - Suryabinayak,Bhaktapur,2025-09-03,3894.46,13
TXN100197,Kathmandu - Kupondole,Kathmandu,2025-11-18,8195.91,6
TXN100198,Pokhara - Lakeside,Pokhara,2025-03-27,11525.14,10
TXN100199,Bhaktapur - Suryabinayak,Bhaktapur,2025-03-08,16663.16,17
TXN100200,Biratnagar - Main Road,Biratnagar,2025-08-20,3126.69,12
TXN100201,Chitwan - Bharatpur,Chitwan,2025-09-11,9800.98,12
TXN100202,Pokhara - Lakeside,Pokhara,2025-03-17,4672.1900000000005,8
TXN100203,Bhaktapur - Suryabinayak,Bhaktapur,2025-11-14,8664.029999999999,17
TXN100204,Butwal - Traffic Chowk,Butwal,2025-02-27,349.07,1
TXN100205,Chitwan - Bharatpur,Chitwan,2025-01-26,3598.3199999999997,6
TXN100206,Kathmandu - Kupondole,Kathmandu,2025-09-22,1821.11,4
TXN100207,Lalitpur - Pulchowk,Lalitpur,2025-04-22,1210.33,4
TXN100208,Bhaktapur - Suryabinayak,Bhaktapur,2025-11-27,8020.8,12
TXN100209,Pokhara - Lakeside,Pokhara,2025-05-06,3003.1600000000003,6
TXN100210,Lalitpur - Pulchowk,Lalitpur,2025-09-16,2942.6400000000003,5
TXN100211,Butwal - Traffic Chowk,Butwal,2025-11-30,1249.84,4
TXN100212,Butwal - Traffic Chowk,Butwal,2025-10-21,6111.31,12
TXN100213,Kathmandu - New Road,Kathmandu,2025-07-06,1565.39,3
TXN100214,Bhaktapur - Suryabinayak,Bhaktapur,2025-08-02,9996.76,12
TXN100215,Kathmandu - Kupondole,Kathmandu,2025-10-31,2461.1800000000003,6
TXN100216,Butwal - Traffic Chowk,Butwal,2025-09-23,256.45,1
TXN100217,Bhaktapur - Suryabinayak,Bhaktapur,2025-10-31,3792.7200000000003,11
TXN100218,Butwal - Traffic Chowk,Butwal,2025-04-01,114.99,1
TXN100219,Bhaktapur - Suryabinayak,Bhaktapur,2025-04-28,1380.68,4
TXN100220,Bhaktapur - Suryabinayak,Bhaktapur,2025-10-07,7490.24,7
TXN100221,Kathmandu - New Road,Kathmandu,2025-04-18,4727.32,11
TXN100222,Kathmandu - Kupondole,Kathmandu,2025-11-03,3080.16,11
TXN100223,Chitwan - Bharatpur,Chitwan,2025-11-18,3023.3900000000003,9
TXN100224,Kathmandu - Kupondole,Kathmandu,2025-02-12,12658.300000000001,10
TXN100225,Kathmandu - Kupondole,Kathmandu,2025-03-22,7401.77,10
TXN100226,Pokhara - Lakeside,Pokhara,2025-10-31,14518.06,10
TXN100227,Butwal - Traffic Chowk,Butwal,2025-07-29,1848.46,1
TXN100228,Butwal - Traffic Chowk,Butwal,2025-11-13,2726.1,7
TXN100229,Lalitpur - Pulchowk,Lalitpur,2025-11-25,2235.68,4
TXN100230,Bhaktapur - Suryabinayak,Bhaktapur,2025-03-22,1740.66,11
TXN100231,Butwal - Traffic Chowk,Butwal,2025-08-22,256.42,2
TXN100232,Chitwan - Bharatpur,Chitwan,2025-10-22,1019.41,5
TXN100233,Kathmandu - New Road,Kathmandu,2025-09-05,829.26,3
TXN100234,Kathmandu - Kupondole,Kathmandu,2025-11-02,5095.82,5
TXN100235,Pokhara - Lakeside,Pokhara,2025-10-27,2385.88,4
TXN100236,Kathmandu - New Road,Kathmandu,2025-04-26,2435.12,8
TXN100237,Pokhara - Lakeside,Pokhara,2025-02-17,1996.8,6
TXN100238,Kathmandu - New Road,Kathmandu,2025-01-25,5182.29,11
TXN100239,Lalitpur - Pulchowk,Lalitpur,2025-03-15,799.56,2
TXN100240,Kathmandu - Kupondole,Kathmandu,2025-09-19,12050.46,10
TXN100241,Kathmandu - New Road,Kathmandu,2025-09-06,2115.0,7
TXN100242,Biratnagar - Main Road,Biratnagar,2025-11-16,3017.66,8
TXN100243,Kathmandu - New Road,Kathmandu,2025-08-15,7225.32,3
TXN100244,Pokhara - Lakeside,Pokhara,2025-07-05,5808.54,14
TXN100245,Bhaktapur - Suryabinayak,Bhaktapur,2025-12-08,1307.43,5
TXN100246,Bhaktapur - Suryabinayak,Bhaktapur,2025-12-08,3488.05,9
TXN100247,Kathmandu - New Road,Kathmandu,2025-03-12,4130.17,6
TXN100248,Kathmandu - New Road,Kathmandu,2025-10-20,16837.33,14
TXN100249,Pokhara - Lakeside,Pokhara,2025-01-04,343.8,2
TXN100250,Bhaktapur - Suryabinayak,Bhaktapur,2025-07-22,5144.14,8
TXN100251,Bhaktapur - Suryabinayak,Bhaktapur,2025-09-03,2506.46,5
TXN100252,Kathmandu - Kupondole,Kathmandu,2025-09-15,19500.26,17
TXN100253,Bhaktapur - Suryabinayak,Bhaktapur,2025-09-07,2006.9600000000003,7
TXN100254,Bhaktapur - Suryabinayak,Bhaktapur,2025-12-07,634.0,2
TXN100255,Kathmandu - Kupondole,Kathmandu,2025-12-17,5522.67,15
TXN100256,Biratnagar - Main Road,Biratnagar,2025-01-06,3240.64,14
TXN100257,Pokhara - Lakeside,Pokhara,2025-04-15,13088.829999999998,9
TXN100258,Kathmandu - Kupondole,Kathmandu,2025-04-18,2911.2000000000003,7
TXN100259,Lalitpur - Pulchowk,Lalitpur,2025-07-14,1841.26,6
TXN100260,Kathmandu - Kupondole,Kathmandu,2025-01-13,3720.8,12
TXN100261,Kathmandu - Kupondole,Kathmandu,2025-12-23,2107.1400000000003,8
TXN100262,Pokhara - Lakeside,Pokhara,2025-11-10,2275.16,8
TXN100263,Biratnagar - Main Road,Biratnagar,2025-05-11,3787.47,5
TXN100264,Pokhara - Lakeside,Pokhara,2025-09-03,7298.280000000001,11
TXN100265,Chitwan - Bharatpur,Chitwan,2025-04-12,7438.040000000001,15
TXN100266,Butwal - Traffic Chowk,Butwal,2025-01-16,3175.32,7
TXN100267,Butwal - Traffic Chowk,Butwal,2025-04-21,7949.48,12
TXN100268,Butwal - Traffic Chowk,Butwal,2025-08-31,5192.0,11
TXN100269,Kathmandu - Kupondole,Kathmandu,2025-09-09,2159.09,8
TXN100270,Biratnagar - Main Road,Biratnagar,2025-09-29,14208.310000000001,11
TXN100271,Pokhara - Lakeside,Pokhara,2025-10-01,5461.21,12
TXN100272,Butwal - Traffic Chowk,Butwal,2025-11-14,15530.29,9
TXN100273,Lalitpur - Pulchowk,Lalitpur,2025-10-30,5193.77,2
TXN100274,Butwal - Traffic Chowk,Butwal,2025-11-08,1412.5500000000002,5
TXN100275,Bhaktapur - Suryabinayak,Bhaktapur,2025-06-21,11291.45,14
TXN100276,Kathmandu - Kupondole,Kathmandu,2025-12-18,6568.75,10
TXN100277,Bhaktapur - Suryabinayak,Bhaktapur,2025-01-22,4071.24,11
TXN100278,Butwal - Traffic Chowk,Butwal,2025-02-12,4497.09,10
TXN100279,Bhaktapur - Suryabinayak,Bhaktapur,2025-09-22,8648.829999999998,6
TXN100280,Kathmandu - New Road,Kathmandu,2025-06-30,4848.08,2
TXN100281,Kathmandu - Kupondole,Kathmandu,2025-10-16,3982.49,10
TXN100282,Bhaktapur - Suryabinayak,Bhaktapur,2025-03-02,1703.39,1
TXN100283,Butwal - Traffic Chowk,Butwal,2025-04-13,9842.26,13
TXN100284,Pokhara - Lakeside,Pokhara,2025-10-01,1885.43,6
TXN100285,Kathmandu - New Road,Kathmandu,2025-03-04,11598.130000000001,11
TXN100286,Lalitpur - Pulchowk,Lalitpur,2025-09-19,432.58,1
TXN100287,Pokhara - Lakeside,Pokhara,2025-10-26,5187.57,14
TXN100288,Chitwan - Bharatpur,Chitwan,2025-04-03,25873.92,12
TXN100289,Kathmandu - Kupondole,Kathmandu,2025-07-23,2837.02,5
TXN100290,Lalitpur - Pulchowk,Lalitpur,2025-11-24,6472.13,12
TXN100291,Kathmandu - New Road,Kathmandu,2025-03-23,950.64,6
TXN100292,Butwal - Traffic Chowk,Butwal,2025-08-04,497.83000000000004,2
TXN100293,Pokhara - Lakeside,Pokhara,2025-09-11,4933.5,13
TXN100294,Butwal - Traffic Chowk,Butwal,2025-02-10,1635.99,4
TXN100295,Kathmandu - Kupondole,Kathmandu,2025-08-14,7284.08,12
TXN100296,Lalitpur - Pulchowk,Lalitpur,2025-01-29,6859.639999999999,11
TXN100297,Butwal - Traffic Chowk,Butwal,2025-09-16,7598.87,7
TXN100298,Bhaktapur - Suryabinayak,Bhaktapur,2025-10-27,4945.34,4
TXN100299,Chitwan - Bharatpur,Chitwan,2025-04-12,2385.55,2
TXN100300,Bhaktapur - Suryabinayak,Bhaktapur,2025-11-06,20155.23,11
TXN100301,Kathmandu - New Road,Kathmandu,2025-02-13,7551.41,4
TXN100302,Biratnagar - Main Road,Biratnagar,2025-08-29,8683.589999999998,4
TXN100303,Butwal - Traffic Chowk,Butwal,2025-11-17,10064.79,3
TXN100304,Pokhara - Lakeside,Pokhara,2025-09-07,649.6,3
TXN100305,Lalitpur - Pulchowk,Lalitpur,2025-08-23,10969.58,14
TXN100306,Butwal - Traffic Chowk,Butwal,2025-11-05,1790.0,5
TXN100307,Bhaktapur - Suryabinayak,Bhaktapur,2025-10-26,5236.889999999999,5
TXN100308,Kathmandu - New Road,Kathmandu,2025-11-08,3730.2700000000004,5
TXN100309,Lalitpur - Pulchowk,Lalitpur,2025-12-20,1758.54,5
TXN100310,Bhaktapur - Suryabinayak,Bhaktapur,2025-12-24,5795.46,3
TXN100311,Kathmandu - New Road,Kathmandu,2025-06-24,6182.070000000001,10
TXN100312,Kathmandu - Kupondole,Kathmandu,2025-08-31,2726.67,10
TXN100313,Kathmandu - Kupondole,Kathmandu,2025-10-10,11829.01,11
TXN100314,Butwal - Traffic Chowk,Butwal,2025-02-15,6047.27,5
TXN100315,Butwal - Traffic Chowk,Butwal,2025-10-24,7087.97,11
TXN100316,Biratnagar - Main Road,Biratnagar,2025-11-14,3963.36,3
TXN100317,Butwal - Traffic Chowk,Butwal,2025-11-01,1369.22,4
TXN100318,Pokhara - Lakeside,Pokhara,2025-09-18,11863.02,8
TXN100319,Kathmandu - New Road,Kathmandu,2025-09-26,9921.38,6
TXN100320,Butwal - Traffic Chowk,Butwal,2025-03-30,1311.92,4
TXN100321,Butwal - Traffic Chowk,Butwal,2025-07-06,2030.13,3
TXN100322,Biratnagar - Main Road,Biratnagar,2025-07-16,3913.4,9
TXN100323,Lalitpur - Pulchowk,Lalitpur,2025-04-26,256.84,4
TXN100324,Chitwan - Bharatpur,Chitwan,2025-11-03,510.2,4
TXN100325,Pokhara - Lakeside,Pokhara,2025-07-19,3001.21,5
TXN100326,Lalitpur - Pulchowk,Lalitpur,2025-10-06,2920.27,5
TXN100327,Chitwan - Bharatpur,Chitwan,2025-07-06,3403.8,1
TXN100328,Butwal - Traffic Chowk,Butwal,2025-03-19,3719.88,4
TXN100329,Kathmandu - Kupondole,Kathmandu,2025-12-16,9498.560000000001,11
TXN100330,Kathmandu - Kupondole,Kathmandu,2025-11-05,2091.7200000000003,8
TXN100331,Kathmandu - New Road,Kathmandu,2025-11-27,10111.09,8
TXN100332,Bhaktapur - Suryabinayak,Bhaktapur,2025-07-18,794.94,2
TXN100333,Pokhara - Lakeside,Pokhara,2025-11-10,1065.51,3
TXN100334,Lalitpur - Pulchowk,Lalitpur,2025-04-26,10589.96,10
TXN100335,Bhaktapur - Suryabinayak,Bhaktapur,2025-10-25,1718.58,1
TXN100336,Pokhara - Lakeside,Pokhara,2025-12-27,455.55,3
TXN100337,Kathmandu - New Road,Kathmandu,2025-03-26,4690.87,3
TXN100338,Butwal - Traffic Chowk,Butwal,2025-12-24,5528.94,16
TXN100339,Kathmandu - New Road,Kathmandu,2025-09-30,3074.98,16
TXN100340,Butwal - Traffic Chowk,Butwal,2025-10-01,1564.01,5
TXN100341,Pokhara - Lakeside,Pokhara,2025-11-29,1990.88,4
TXN100342,Kathmandu - Kupondole,Kathmandu,2025-11-17,1354.24,7
TXN100343,Pokhara - Lakeside,Pokhara,2025-05-13,2098.74,6
TXN100344,Lalitpur - Pulchowk,Lalitpur,2025-09-02,436.04,1
